,userId,user_vector,avg_rating,num_movies_rated
21,22,"[3.4        2.76595745 2.83333333 3.28225806 3.35526316 3.23076923
 3.21428571 3.3525641  3.30555556 3.44366197 3.61363636 3.
 3.39795918 3.5        3.         0.         0.         3.25
 0.         2.25       0.        ]",3.2698863636363638,176
22,23,"[3.5        3.57615894 3.59375    3.44565217 3.49056604 3.58823529
 3.75       3.35576923 3.71031746 3.7        3.42307692 3.65625
 3.5462963  3.83333333 3.45833333 4.         0.         3.45454545
 3.92857143 3.54166667 5.        ]",3.649484536082474,582
23,24,"[3.         3.         3.         3.42857143 3.         3.
 3.55555556 3.7        4.5        4.         0.         4.
 3.5        4.         4.         0.         0.         0.
 0.         0.         0.        ]",3.6470588235294117,17
24,25,"[3.         2.625      0.         3.5        2.75       2.8
 3.18181818 3.25       4.         3.125      2.         0.
 3.75       3.33333333 0.         0.         0.         0.
 0.         0.         0.        ]",3.0476190476190474,21
25,26,"[3.125      3.36363636 3.44444444 3.28571429 3.61111111 3.11764706
 3.49264706 3.50943396 3.59433962 3.68085106 3.         3.5
 3.1875     3.675      3.         0.         0.         2.5
 3.5        4.         0.        ]",3.4671532846715327,137
26,27,"[0.         3.         4.         4.         0.         2.5
 3.91666667 4.         3.85714286 3.71428571 1.         3.5
 4.         3.         5.         0.         0.         0.
 0.         0.         0.        ]",3.6666666666666665,18
27,28,"[0.         4.46666667 2.         3.5        3.         4.30769231
 4.33333333 3.         4.4        4.36363636 5.         4.25
 4.         4.14285714 4.4        0.         0.         5.
 0.         0.         0.        ]",4.3,40
28,29,"[0.         1.875      1.5        2.3        1.5        0.5
 2.9375     3.75       5.         3.66666667 3.5        4.
 3.6        3.         4.5        0.         0.         0.5
 0.         0.         0.        ]",3.0833333333333335,18
29,30,"[3.94736842 3.57597173 3.64615385 3.57272727 3.47272727 3.80057803
 3.91286307 3.61589404 4.02616279 3.80082988 3.28813559 4.22058824
 3.30666667 3.7721519  4.13043478 4.         0.         3.63636364
 3.28571429 3.65625    0.        ]",3.7431930693069306,808
30,31,"[4.         4.         4.25       4.27777778 4.20833333 4.5
 4.22058824 4.46153846 4.29166667 4.25       0.         4.66666667
 4.5        4.33333333 4.4        0.         0.         4.
 4.         0.         0.        ]",4.2272727272727275,55
31,32,"[3.         3.11111111 3.2        3.81818182 3.5        3.42857143
 3.88235294 3.88888889 3.5        3.875      0.         4.33333333
 4.         4.         4.         0.         0.         0.
 0.         4.33333333 0.        ]",3.6578947368421053,38
32,33,"[3.         3.2027027  3.         2.8        2.83333333 3.5
 3.375      2.47058824 3.31578947 3.41176471 3.3        0.
 2.6        3.25       0.         0.         0.         2.125
 3.5        0.         0.        ]",3.2454545454545456,110
33,34,"[4.         3.52380952 3.16666667 3.73333333 3.14285714 4.27272727
 4.05128205 3.82051282 3.92592593 3.92857143 3.84       4.125
 3.9        4.         4.1        0.         0.         3.6
 4.25       3.875      0.        ]",3.94,150
34,35,"[1.5        3.25       1.         2.25       2.         4.5
 2.75       2.66666667 2.33333333 2.25       2.         1.75
 1.5        1.33333333 0.         0.         0.         0.
 0.         0.         0.        ]",2.40625,16
35,36,"[3.         3.53571429 3.         3.5        3.         3.67857143
 3.75471698 3.5        3.7        3.60869565 3.25       3.66666667
 4.         3.66666667 3.         0.         0.         4.
 4.         3.         0.        ]",3.658536585365854,82
36,37,"[4.42857143 3.75       4.375      3.83333333 5.         4.33333333
 4.54545455 3.4        3.         3.         0.         4.
 3.5        0.         4.         0.         0.         4.5
 0.         0.         0.        ]",4.076923076923077,26
37,38,"[4.1        4.22222222 3.83333333 3.96666667 4.0625     4.19230769
 4.38888889 4.         4.175      4.11111111 0.         4.16666667
 4.0625     4.38888889 4.58333333 5.         0.         4.33333333
 4.83333333 0.         0.        ]",4.294444444444444,90
38,39,"[3.         3.8        3.         3.77777778 3.14285714 3.85714286
 3.8125     4.05263158 3.70588235 4.         3.72727273 4.
 3.83333333 3.66666667 5.         0.         0.         3.
 0.         3.5        0.        ]",3.86,50
39,40,"[4.33333333 4.6875     4.5        4.5        4.66666667 4.83333333
 4.57142857 4.56666667 4.7        4.61538462 4.5        0.
 4.58333333 4.6        0.         0.         0.         0.
 0.         0.         0.        ]",4.573529411764706,34
40,41,"[3.7        3.81034483 4.08333333 3.91666667 3.81481481 4.08333333
 3.90540541 3.82738095 3.75       3.79807692 3.55263158 4.16666667
 3.83495146 4.         3.875      0.         0.         4.15
 0.         0.         0.        ]",3.8553459119496853,159
41,42,"[4.         4.33333333 4.375      4.08928571 4.04545455 3.5
 3.92857143 3.94736842 4.3125     4.13333333 3.25       4.16666667
 4.04347826 4.25       4.125      0.         0.         0.
 0.         0.         0.        ]",4.009090909090909,55
42,43,"[3.5        2.93442623 3.28571429 2.92857143 3.18181818 3.35
 3.32432432 3.18181818 2.30769231 3.         2.625      4.33333333
 2.81818182 2.         3.66666667 0.         0.         3.
 0.         3.         0.        ]",3.0113636363636362,88
43,44,"[4.         3.375      3.66666667 3.6        3.         3.2
 3.14285714 3.42857143 3.         3.16666667 0.         0.
 3.5        3.         0.         0.         0.         5.
 0.         0.         0.        ]",3.35,20
44,45,"[0.         3.05555556 0.         2.5        3.75       3.21428571
 3.3        0.5        0.         0.         3.5        0.5
 4.25       4.5        0.5        0.         0.         4.
 0.         0.         0.        ]",3.4411764705882355,17
45,46,"[4.83333333 4.84615385 4.85714286 5.         4.92857143 5.
 5.         5.         5.         5.         5.         0.
 5.         5.         0.         0.         0.         4.
 0.         0.         0.        ]",4.935483870967742,31
46,47,"[4.         3.6        4.         4.         3.6        3.25
 4.         3.94444444 4.         4.13333333 3.         4.
 4.         4.         5.         0.         0.         3.
 0.         0.         0.        ]",3.9,30
47,48,"[3.475      3.47767857 3.43125    3.50900901 3.53205128 3.68918919
 3.63141026 3.40825688 3.5        3.32446809 3.11363636 4.2
 3.34210526 3.51470588 3.9375     0.         0.         3.16666667
 4.025      4.         0.        ]",3.508557457212714,409
48,49,"[0.         3.4        3.13333333 3.30769231 3.46153846 3.83333333
 3.5625     3.2195122  3.         2.9375     4.         4.
 3.27272727 4.         3.84210526 0.         0.         2.66666667
 0.         3.25       0.        ]",3.4625,80
49,50,"[0.         3.45454545 0.         3.27272727 3.5        3.44444444
 3.47058824 3.38888889 3.25       3.33333333 3.         3.66666667
 3.71428571 2.83333333 4.         0.         0.         0.
 0.         3.5        0.        ]",3.3783783783783785,37
50,51,"[5.         3.88888889 4.75       4.25       5.         2.75
 4.         5.         4.5        4.14285714 4.         2.
 4.4        4.66666667 5.         0.         0.         0.
 0.         0.         0.        ]",3.92,25
51,52,"[3.5        3.63636364 4.66666667 4.35       4.5        3.77777778
 3.81818182 3.875      3.25       2.5        0.75       3.625
 3.5        3.         0.         0.         0.         4.16666667
 0.         0.         0.        ]",3.7037037037037037,54
52,53,"[1.         2.5        1.11111111 2.5        1.5        4.
 2.3        3.         3.16666667 3.5        3.         4.
 2.5        2.66666667 0.         0.         0.         2.
 0.         0.         0.        ]",2.675675675675676,37
53,54,"[4.25       3.61111111 4.33333333 2.9        2.83333333 3.9
 3.95238095 3.22222222 3.75       4.04545455 2.         3.5
 3.75       4.         4.         0.         0.         5.
 0.         4.5        0.        ]",3.8142857142857145,35
54,55,"[0.         3.625      3.5        3.875      3.6        3.
 3.30769231 3.91666667 4.         3.625      4.         0.
 4.         3.         0.         0.         0.         0.
 0.         0.         0.        ]",3.6666666666666665,30
55,56,"[4.125      3.58823529 3.98076923 3.42857143 3.36585366 3.62903226
 3.65700483 3.36486486 3.49253731 3.44117647 3.85714286 3.8
 2.97058824 3.375      3.36363636 0.         0.         4.16666667
 4.71428571 3.72727273 0.        ]",3.610978520286396,419
56,57,"[0.         4.         3.58333333 3.92307692 3.66666667 4.41935484
 4.44303797 3.83333333 4.32258065 3.40384615 2.93548387 4.875
 3.0625     3.11764706 4.71428571 0.         0.         3.85714286
 0.         4.5        0.        ]",3.9221556886227544,167
57,58,"[4.         2.96428571 2.88888889 2.76923077 3.         2.5
 3.63157895 3.18181818 3.07692308 3.45       3.18181818 0.
 3.64285714 4.         5.         0.         0.         0.
 0.         2.         0.        ]",3.3448275862068964,58
58,59,"[4.125      2.5        2.875      2.83333333 2.69230769 2.63636364
 3.24193548 2.625      3.11538462 2.72222222 0.         3.71428571
 2.42857143 5.         3.16666667 0.         0.         4.
 4.         3.5        0.        ]",3.032258064516129,62
59,60,"[4.5        4.         4.25       4.         3.75       4.28571429
 4.57142857 3.875      4.05555556 4.125      4.25       5.
 4.25       4.75       4.7        0.         0.         0.
 0.         4.         0.        ]",4.127906976744186,43
60,61,"[2.85714286 3.25714286 2.90163934 3.19230769 3.34313725 3.5625
 3.51190476 3.9        3.73333333 3.96666667 3.75       2.
 3.09090909 5.         4.5        0.         0.         3.33333333
 3.5        0.         0.        ]",3.345864661654135,133
61,62,"[5.         4.41666667 4.75       4.375      0.         0.
 4.07692308 4.05263158 3.9375     4.02941176 0.         4.5
 4.26923077 3.85714286 3.875      0.         0.         3.5
 3.5        0.         0.        ]",4.023809523809524,42
62,63,"[4.         3.24       3.92857143 4.02083333 4.03846154 3.05555556
 3.609375   4.17857143 4.23333333 3.8125     3.5        4.25
 4.25       4.         4.5        0.         0.         4.5
 0.5        4.         0.        ]",3.6948051948051948,77
63,64,"[0.         3.         0.         4.         4.5        4.
 4.         3.88888889 4.75       4.         5.         0.
 4.         3.         0.         0.         0.         0.
 0.         5.         0.        ]",3.9411764705882355,17
64,65,"[0.         4.33333333 3.         3.4        0.         4.25
 4.21428571 3.         4.5        4.         0.         4.66666667
 3.83333333 4.         4.         0.         0.         5.
 5.         4.         0.        ]",4.136363636363637,22
65,66,"[0.         3.66666667 4.         3.875      3.         3.75
 3.9375     3.94444444 4.1        3.94736842 2.66666667 4.5
 3.8        4.         4.         0.         0.         0.
 0.         0.         0.        ]",3.871794871794872,39
66,67,"[3.85714286 3.39130435 3.52941176 3.23809524 3.4        4.05555556
 3.9        3.5        3.88235294 3.52173913 0.         4.25
 3.33333333 3.375      4.         5.         0.         3.33333333
 0.         3.66666667 0.        ]",3.707317073170732,82
67,68,"[3.6875     3.57317073 3.43181818 3.69354839 3.57407407 3.67857143
 3.58163265 3.83333333 3.33333333 3.76666667 3.5        3.5
 3.52941176 3.77777778 3.25       0.         0.         3.66666667
 0.         3.5        0.        ]",3.61734693877551,98
68,69,"[4.61111111 4.06410256 4.11538462 4.32142857 3.88888889 3.86111111
 4.37037037 4.16666667 4.         4.2        0.         4.75
 3.1        4.33333333 4.75       0.         0.         4.25
 0.         0.         0.        ]",4.1461538461538465,65
69,70,"[4.25       4.03571429 4.33333333 4.36363636 4.5        4.66666667
 4.46153846 4.375      4.71428571 4.56521739 4.         3.
 4.11111111 4.75       0.         0.         0.         5.
 0.         0.         0.        ]",4.2727272727272725,66
70,71,"[0.         4.         0.         4.         5.         4.
 4.41666667 3.         4.66666667 4.33333333 4.         4.
 4.         5.         0.         0.         0.         3.5
 4.         0.         0.        ]",4.222222222222222,18
71,72,"[3.1        3.12962963 2.94444444 2.80434783 2.86842105 3.26923077
 3.45512821 2.83333333 3.43478261 3.29       3.25       3.33333333
 3.         3.29166667 3.15384615 0.         0.         3.
 0.         3.5        0.        ]",3.185430463576159,151
72,73,"[3.54504505 3.1979405  3.24015748 3.255      3.29775281 3.30291971
 3.66158537 3.28057554 3.65217391 3.41644205 3.25706215 3.81578947
 3.16382979 3.47368421 3.5        4.5        0.         2.98571429
 3.07142857 3.63157895 0.        ]",3.3849453978159127,1282
73,74,"[0.         4.16666667 3.         4.27272727 4.         3.71428571
 4.05555556 4.26315789 4.         4.11111111 4.         5.
 4.11111111 4.33333333 5.         0.         0.         4.
 0.         0.         0.        ]",4.153846153846154,39
74,75,"[2.75       3.44444444 3.375      3.25862069 3.31578947 3.52272727
 3.31818182 3.15       3.15789474 3.21875    3.1        3.
 3.125      3.4375     2.875      0.         0.         3.
 4.         3.16666667 0.        ]",3.3017241379310347,116
75,76,"[3.5        3.8125     3.         3.83333333 3.         4.125
 3.94444444 3.66666667 0.         3.5        0.         4.
 0.         0.         0.         0.         0.         3.75
 0.         3.66666667 0.        ]",3.6875,16
76,77,"[3.63636364 3.34177215 3.38888889 3.38764045 3.69298246 3.06521739
 3.07971014 3.36633663 3.36842105 3.21527778 3.5        3.4
 3.38690476 2.76666667 3.625      0.         0.         3.5
 0.5        3.5        0.        ]",3.2968127490039842,251
77,78,"[3.72222222 4.05952381 3.71052632 4.15625    4.03333333 4.34090909
 4.43023256 4.4109589  4.425      4.33802817 4.19047619 3.83333333
 4.14150943 4.25       4.         5.         0.         4.2
 4.77777778 0.         0.        ]",4.295238095238095,210
78,79,"[2.75       1.86363636 2.64285714 2.57692308 2.69230769 2.14285714
 2.77777778 2.64       1.         2.57142857 2.25       3.
 2.47222222 2.16666667 2.5        0.         0.         3.
 0.         0.         0.        ]",2.465909090909091,44
79,80,"[4.25       3.375      4.         3.         3.         3.
 3.72222222 2.75       3.75       3.5        1.         3.5
 3.8        5.         0.         0.         0.         0.
 0.         0.         0.        ]",3.6,30
80,81,"[4.2        3.76190476 4.         3.95833333 4.125      3.71875
 3.95327103 3.9        3.83333333 3.67647059 3.78571429 4.75
 3.85714286 3.9047619  4.16666667 4.75       0.         4.
 4.16666667 4.         0.        ]",3.953488372093023,129
81,82,"[4.5        3.5        3.75       3.         3.4        4.42857143
 4.         2.81818182 3.6        3.33333333 5.         4.5
 2.5        3.33333333 4.5        0.         0.         5.
 0.         4.         0.        ]",3.6774193548387095,31
82,83,"[4.16666667 4.03932584 4.1        3.78125    3.9375     4.02
 4.06603774 3.53333333 3.98076923 4.02941176 4.14285714 4.125
 3.29166667 4.         3.8        0.         0.         4.3
 4.         4.5        0.        ]",3.992248062015504,129
83,84,"[3.57142857 3.60869565 3.59090909 3.78787879 3.8        3.42857143
 3.69117647 3.74468085 3.675      3.62068966 3.5        3.6875
 3.68421053 3.57142857 3.875      0.         0.         0.
 0.         4.         0.        ]",3.6881720430107525,93
84,85,"[2.42857143 2.8125     2.6        3.58333333 2.4        2.53846154
 2.92592593 3.52631579 3.78947368 3.7        2.33333333 3.
 3.36363636 3.42857143 2.5        0.         0.         3.
 0.         3.66666667 0.        ]",3.1627906976744184,86
85,86,"[3.54545455 3.45098039 3.38095238 3.         3.16666667 3.58
 3.7        2.84615385 3.94736842 3.13636364 3.         3.88888889
 3.28571429 4.         3.8        4.         0.         3.66666667
 3.25       0.         0.        ]",3.576158940397351,151
86,87,"[3.         3.33333333 2.33333333 3.125      3.         3.4
 3.25       3.11111111 3.8        3.625      0.         0.
 3.25       0.         0.         0.         0.         1.
 0.         0.         0.        ]",3.28,25
87,88,"[3.76666667 3.3525641  3.44444444 3.08653846 3.47674419 3.62765957
 3.61702128 3.09375    3.515625   3.16176471 2.3        3.875
 2.76       2.825      3.8        0.         0.         3.83333333
 0.         3.         0.        ]",3.3970588235294117,204
88,89,"[4.5        4.44117647 4.55       4.575      4.4        4.66666667
 4.625      4.51785714 4.66666667 4.53571429 4.         5.
 4.28571429 4.66666667 5.         0.         0.         4.33333333
 0.         0.         0.        ]",4.556603773584905,53
89,90,"[3.         3.57142857 3.4        3.63636364 4.         4.33333333
 4.         3.70588235 4.1        3.94444444 4.5        0.
 4.11111111 4.375      4.         4.         0.         0.
 0.         0.         0.        ]",3.8,40
90,91,"[4.63636364 3.85211268 4.28125    4.47222222 4.30769231 4.
 4.64705882 4.34821429 4.02083333 4.40384615 4.         5.
 4.43478261 4.4375     5.         0.         0.         0.
 0.         0.         0.        ]",4.151260504201681,119
91,92,"[3.33333333 3.02702703 3.125      2.80952381 3.1875     3.05
 3.19512195 3.22857143 3.6        3.46875    2.625      4.5
 2.73333333 3.25       3.25       0.         0.         3.
 0.         3.66666667 0.        ]",3.142857142857143,98
92,93,"[3.72727273 3.80508475 3.66666667 3.78571429 3.85       3.80232558
 3.91538462 3.75       4.11538462 3.79166667 3.5        4.16666667
 3.7        4.         3.66666667 0.         0.         3.71428571
 0.         4.125      0.        ]",3.8307086614173227,127
93,94,"[3.83333333 3.36585366 3.42105263 3.02857143 3.15789474 3.5
 3.71794872 2.94680851 3.38888889 3.27027027 2.375      3.83333333
 2.75925926 3.46666667 3.5        0.         0.         4.
 3.         4.         0.        ]",3.388535031847134,157
94,95,"[4.14285714 3.90361446 4.         3.88888889 3.88       3.97058824
 4.07317073 3.8        4.14814815 3.71604938 3.72916667 4.
 3.62       3.72727273 4.33333333 0.         0.         4.2
 0.         4.         0.        ]",3.8870292887029287,239
95,96,"[0.         4.25       0.         0.         3.25       4.21875
 3.97959184 3.66666667 3.825      4.25       4.         3.5
 4.         4.44736842 3.83333333 0.         0.         0.
 0.         4.5        0.        ]",4.112903225806452,62
96,97,"[2.28571429 3.11111111 2.4        3.2826087  2.97058824 2.5
 2.73       2.475      3.08333333 2.48       1.5        2.1
 2.73076923 3.41666667 1.85714286 0.         0.         3.16666667
 0.         4.5        0.        ]",2.8627450980392157,102
97,98,"[4.5        4.55405405 4.4        3.92307692 4.55       4.58
 4.27272727 4.         4.75       4.22222222 4.6        0.
 3.5        3.83333333 3.83333333 0.         0.         0.
 0.         5.         5.        ]",4.385964912280702,57
98,99,"[3.4        3.38095238 2.73913043 2.84375    3.33333333 3.68292683
 3.74736842 2.88       3.92857143 3.56521739 2.75       4.15384615
 2.21428571 3.91666667 4.15384615 0.         0.         3.6875
 4.         4.5        0.        ]",3.493333333333333,150
99,100,"[3.5        3.         3.75       3.2        4.5        3.5
 3.375      3.14285714 3.5        3.57142857 0.         0.
 4.         4.         0.         0.         0.         3.
 0.         0.         0.        ]",3.4,20
100,101,"[4.         3.25       4.5        4.32142857 4.25       0.
 3.84615385 4.08       3.54545455 3.71052632 3.33333333 4.5
 4.08333333 3.83333333 4.5        0.         0.         0.
 0.         0.         4.        ]",3.8488372093023258,43
101,102,"[4.0625     3.88950276 3.83333333 3.82352941 3.75       3.93939394
 3.98466258 3.77142857 4.07865169 3.875      3.87037037 4.18918919
 3.85416667 4.02083333 4.31034483 4.         0.         4.03125
 4.21428571 4.5        0.        ]",3.9667896678966788,542
102,103,"[3.75       3.8        4.         3.55263158 3.45833333 3.1875
 4.13888889 3.14864865 4.1        3.6        3.36666667 4.5
 3.40909091 4.1875     2.         0.         0.         0.
 0.         0.         0.        ]",3.54,75
103,104,"[4.5        4.         4.5        4.11111111 4.07692308 3.83333333
 4.125      4.075      4.11111111 4.15       4.         4.25
 4.02       4.14285714 4.         0.         0.         0.
 0.         0.         0.        ]",4.091666666666667,60
104,105,"[3.14285714 3.25547445 2.85294118 3.1        3.27272727 3.34415584
 3.43305439 3.21428571 3.504      3.49259259 3.27419355 3.36363636
 3.18181818 3.41428571 3.57894737 0.         0.         3.15625
 3.5        2.75       0.        ]",3.363095238095238,420
105,106,"[3.66666667 3.76315789 3.9        3.2        2.85714286 3.1
 3.84615385 3.58333333 4.5        3.61111111 3.875      0.
 3.3        3.66666667 0.         4.5        0.         0.
 0.         0.         0.        ]",3.7916666666666665,36
106,107,"[4.         1.125      4.         2.5        0.         2.16666667
 3.64285714 2.5        3.4375     3.1875     1.         5.
 2.85714286 3.33333333 4.75       0.         0.         0.
 4.         0.5        0.        ]",3.076923076923077,26
107,108,"[5.         3.25       4.6        4.         4.         3.71428571
 3.63636364 3.71428571 3.28571429 3.44444444 3.         3.
 4.5        2.         3.         0.         0.         5.
 0.         3.         0.        ]",3.52,25
108,109,"[0.         3.25       0.         3.75       4.         4.5
 4.33333333 3.8125     4.         4.28571429 0.         4.5
 3.3        4.5        0.         0.         0.         0.
 0.         4.5        0.        ]",4.027777777777778,18
109,110,"[3.33333333 4.15       3.9        4.13636364 4.         4.23076923
 4.11111111 4.24324324 4.125      4.27027027 3.         0.
 4.         4.07692308 4.         0.         0.         3.33333333
 0.         3.66666667 0.        ]",4.135416666666667,96
110,111,"[2.6875     3.50699301 3.46296296 3.62790698 3.25       3.42771084
 3.34453782 3.59166667 3.45238095 3.26724138 3.57142857 3.6
 3.3        3.02777778 3.27777778 0.         0.         3.55
 4.33333333 4.25       0.        ]",3.4743589743589745,273
111,112,"[5.         4.4        5.         3.         0.         4.75
 3.71428571 3.         4.2        3.75       0.         0.
 3.         3.         4.5        0.         0.         0.
 0.         0.         0.        ]",3.9411764705882355,17
112,113,"[5.         4.85714286 5.         4.83333333 5.         4.75
 4.66666667 4.6        4.6        4.5        0.         0.
 0.         5.         5.         0.         0.         0.
 0.         0.         0.        ]",4.7272727272727275,22
113,114,"[5.         3.75       4.         3.83333333 3.75       4.
 4.16666667 4.09090909 3.75       4.22222222 3.         0.
 4.         4.5        0.         0.         0.         5.
 0.         4.         0.        ]",4.0,20
114,115,"[3.75       4.04545455 4.5        4.5625     4.6        4.07142857
 3.96428571 4.         4.25       3.6        0.         0.
 4.7        4.         3.         0.         0.         3.75
 0.         0.         0.        ]",4.166666666666667,33
115,116,"[5.         2.83333333 5.         3.72222222 3.8        3.75
 3.9        3.7        3.91666667 4.41666667 0.         5.
 4.         5.         5.         0.         0.         5.
 0.         0.         0.        ]",3.8,20
116,117,"[0.         4.1875     0.5        0.5        3.         4.15625
 4.1375     2.         4.25       2.625      0.5        3.5
 0.5        1.83333333 3.5        0.         0.         4.25
 0.         0.         0.        ]",3.8863636363636362,44
117,118,"[3.         3.70833333 3.85714286 3.6969697  2.625      3.84615385
 4.34246575 3.68181818 4.27083333 4.12307692 3.75       4.71428571
 3.43636364 4.03448276 4.8        0.         0.         3.5
 0.         5.         0.        ]",3.933774834437086,151
118,119,"[3.77777778 3.55747126 3.20967742 3.19008264 3.27536232 3.59210526
 3.78823529 3.08270677 3.54117647 3.3        3.07843137 4.30434783
 3.12765957 3.48837209 4.29166667 2.         0.         4.
 2.         3.625      0.        ]",3.516569200779727,513
119,120,"[2.66666667 3.51960784 3.375      3.4        3.46875    3.28571429
 3.5        3.375      3.2        3.38888889 3.71428571 4.
 3.23529412 3.44117647 4.         0.         0.         2.75
 0.         0.         0.        ]",3.4681818181818183,110
120,121,"[4.         3.82608696 3.88888889 3.8        3.85714286 3.90909091
 4.22222222 3.76470588 4.22222222 3.8        4.         4.25
 4.         3.75       5.         0.         0.         4.33333333
 5.         4.         0.        ]",4.03125,64
121,122,"[3.         2.55555556 3.         2.6        3.         3.07692308
 3.2        2.55555556 2.33333333 2.5        3.         3.66666667
 3.         1.5        0.         0.         0.         3.
 0.         0.         0.        ]",2.84375,32
122,123,"[0.         4.28571429 0.         3.         5.         2.
 3.75       4.         4.4        3.92857143 3.92307692 0.
 4.         3.5        0.         0.         0.         0.
 0.         0.         0.        ]",3.8846153846153846,26
123,124,"[4.21428571 3.96666667 4.16666667 3.76086957 4.27272727 3.
 3.63793103 3.87931034 3.375      3.54347826 3.8        4.
 4.18181818 3.33333333 4.0625     0.         0.         0.
 0.         0.         0.        ]",3.801470588235294,68
