,userId,user_vector,avg_rating,num_movies_rated
36,37,"[4.33333333 3.45454545 4.14285714 3.6        5.         4.
 4.23076923 3.4        3.5        3.5        0.         4.
 3.         0.         4.5        0.         0.         4.
 0.         0.         0.        ]",3.923076923076923,26
37,38,"[4.1        4.22222222 3.83333333 3.97058824 4.0625     4.25
 4.37121212 3.93333333 4.11904762 3.93333333 0.         4.125
 4.125      4.44444444 4.7        5.         0.         4.33333333
 4.75       3.5        0.        ]",4.277777777777778,90
38,39,"[3.         4.         3.         3.625      3.16666667 3.85714286
 3.77777778 3.94444444 3.66666667 3.88461538 3.64285714 4.
 3.71428571 3.83333333 5.         0.         0.         0.
 5.         3.5        0.        ]",3.82,50
39,40,"[4.33333333 4.6875     4.5        4.5        4.7        4.83333333
 4.40625    4.56666667 4.66666667 4.46428571 0.         4.
 4.61111111 4.5        4.         0.         0.         0.
 0.         0.         0.        ]",4.514705882352941,34
40,41,"[3.625      3.76       4.05555556 3.87254902 3.87037037 4.
 3.9        3.76027397 3.55555556 3.76       3.58695652 4.16666667
 3.77604167 3.77272727 3.875      4.5        0.         4.08333333
 0.         0.         0.        ]",3.8176100628930816,159
41,42,"[3.33333333 3.8        3.83333333 4.         3.85       3.6
 3.8125     3.91176471 4.25       4.15789474 3.25       4.25
 4.025      4.25       4.25       0.         0.         0.
 0.         0.         0.        ]",3.9454545454545453,55
42,43,"[3.42857143 2.98360656 3.46666667 3.08333333 3.375      3.20833333
 3.475      3.09090909 2.36363636 3.11111111 2.75       4.66666667
 3.         2.         4.         0.         0.         2.5
 0.         3.         0.        ]",3.1136363636363638,88
43,44,"[4.         3.42857143 3.66666667 3.66666667 3.         3.25
 3.25       3.44444444 3.         3.14285714 0.         0.
 3.66666667 3.         0.         0.         0.         5.
 0.         0.         0.        ]",3.4,20
44,45,"[0.         3.3125     0.         2.5        3.75       4.
 3.72222222 2.5        0.         4.5        3.5        0.5
 4.25       4.75       0.5        0.         0.         4.
 0.         0.         0.        ]",3.764705882352941,17
45,46,"[4.83333333 4.84615385 4.9        5.         4.94444444 5.
 5.         5.         5.         5.         5.         5.
 5.         5.         0.         0.         0.         4.5
 0.         0.         0.        ]",4.935483870967742,31
46,47,"[4.         3.5        4.         4.125      3.66666667 3.33333333
 3.8        4.         3.85714286 4.09090909 3.         4.
 4.2        4.         4.         0.         0.         3.
 0.         0.         0.        ]",3.8,30
47,48,"[3.49489796 3.48623853 3.42763158 3.50970874 3.51369863 3.6875
 3.68402778 3.43181818 3.5        3.32828283 3.15740741 4.
 3.39247312 3.47560976 3.92307692 0.         0.         3.4
 3.97619048 4.         0.        ]",3.513447432762836,409
48,49,"[5.         3.61111111 3.38461538 3.40816327 3.76923077 3.83333333
 3.66666667 3.17948718 4.         3.06666667 4.         4.14285714
 3.31818182 4.         3.91304348 0.         0.         3.
 0.         3.33333333 0.        ]",3.5,80
49,50,"[0.         3.         0.         3.3        3.5        3.2
 3.23529412 3.3125     3.25       3.28571429 3.         3.66666667
 3.5        2.85714286 4.         0.         0.         0.
 0.         3.         0.        ]",3.2162162162162162,37
50,51,"[5.         3.625      5.         4.         5.         3.33333333
 4.33333333 4.25       4.42857143 4.22222222 4.25       3.
 4.28571429 4.6        5.         0.         0.         0.
 0.         2.         0.        ]",3.92,25
51,52,"[3.5        3.58       4.5        4.28571429 4.3        3.8
 3.71428571 3.875      3.5        2.78571429 0.83333333 3.
 2.         2.2        0.         0.         0.         0.
 0.         0.         0.        ]",3.537037037037037,54
52,53,"[1.         2.61538462 1.125      2.27272727 1.6        4.
 2.75       2.71428571 3.         3.44444444 3.         4.
 3.25       3.         0.         0.         0.         2.
 0.         0.         0.        ]",2.7837837837837838,37
53,54,"[4.1        3.94444444 4.125      3.5        3.33333333 3.9
 3.775      3.66666667 3.6        3.85       2.         3.5
 3.83333333 4.         4.         0.         0.         5.
 0.         4.5        0.        ]",3.8142857142857145,35
54,55,"[3.         3.66666667 3.33333333 3.71428571 3.8        3.2
 3.45454545 3.90909091 4.         3.75       0.         0.
 4.4        4.         0.         0.         0.         0.
 0.         0.         0.        ]",3.7,30
55,56,"[4.11111111 3.60773481 3.90384615 3.40540541 3.53191489 3.68333333
 3.66037736 3.39189189 3.59701493 3.49350649 3.7        3.77777778
 3.05405405 3.47826087 3.71428571 0.         0.         4.16666667
 4.75       3.58333333 0.        ]",3.6181384248210025,419
56,57,"[5.         4.01724138 3.88888889 3.8        3.82352941 4.41176471
 4.4137931  3.9375     4.29032258 3.45454545 2.85714286 4.72727273
 3.22222222 3.41176471 4.5        0.         0.         4.
 0.         4.         0.        ]",4.005988023952096,167
57,58,"[3.5        3.16       2.9        2.69230769 3.         2.625
 3.7826087  3.42857143 3.41666667 3.58333333 3.375      5.
 3.83333333 4.         5.         0.         0.         5.
 0.         2.         0.        ]",3.5172413793103448,58
58,59,"[3.875      2.45238095 2.5        2.7        2.70833333 2.75
 3.29032258 3.17857143 3.27272727 3.36363636 4.         3.75
 3.07142857 4.75       3.16666667 0.         0.         4.
 4.         0.         0.        ]",3.1370967741935485,62
59,60,"[4.375      4.03571429 4.125      3.91666667 4.         4.375
 4.64285714 3.94444444 4.38888889 4.16666667 4.25       5.
 4.33333333 4.66666667 4.7        0.         0.         0.
 0.         0.         0.        ]",4.22093023255814,43
60,61,"[2.94117647 3.20895522 2.86885246 3.20408163 3.27777778 3.52272727
 3.48717949 3.81666667 3.42307692 3.88461538 3.75       2.
 3.17857143 4.16666667 4.5        0.         0.         3.41666667
 3.25       0.         0.        ]",3.2857142857142856,133
61,62,"[5.         4.3        4.75       4.45454545 0.         4.
 4.01923077 4.15789474 3.88888889 4.125      0.         4.5
 4.26470588 3.8        3.875      0.         0.         3.5
 3.5        0.         0.        ]",4.035714285714286,42
62,63,"[3.7        3.36956522 3.6        3.97826087 4.22727273 3.0625
 3.68571429 4.16071429 4.16666667 3.77777778 4.33333333 0.
 4.26666667 3.33333333 0.         0.         0.         4.33333333
 0.5        4.         0.        ]",3.7857142857142856,77
63,64,"[3.         3.         3.         4.25       4.         4.
 4.22222222 4.         5.         4.4        5.         4.
 0.         2.         4.5        0.         0.         3.
 0.         5.         0.        ]",4.117647058823529,17
64,65,"[0.         4.3        0.         3.33333333 0.         3.5
 4.14285714 2.         4.5        4.         0.         4.66666667
 3.66666667 4.         4.         0.         0.         4.33333333
 5.         4.         0.        ]",4.136363636363637,22
65,66,"[0.         3.5        0.         4.15384615 3.         3.75
 3.92857143 4.04545455 4.1        4.         2.66666667 4.5
 3.69230769 4.         4.         0.         0.         0.
 0.         0.         0.        ]",3.923076923076923,39
66,67,"[3.85714286 3.30769231 3.5        3.42857143 3.3        4.
 3.89583333 3.45454545 4.11764706 3.59090909 3.         4.25
 3.6        3.5        5.         5.         0.         3.33333333
 0.         4.         0.        ]",3.731707317073171,82
67,68,"[3.91666667 3.6627907  3.625      3.77777778 3.8        3.67241379
 3.59       3.73809524 3.33333333 3.8125     3.5        3.66666667
 3.64285714 3.83333333 2.5        0.         0.         3.6
 0.         3.5        0.        ]",3.663265306122449,98
68,69,"[4.625      4.12195122 4.17857143 4.36666667 4.07894737 3.97058824
 4.34       4.2        3.625      4.125      0.         4.5
 3.125      4.16666667 4.5        0.         0.         4.33333333
 0.         0.         0.        ]",4.1461538461538465,65
69,70,"[4.66666667 4.08       4.4        4.46153846 4.375      4.63636364
 4.35714286 4.35294118 4.71428571 4.33333333 3.71428571 3.
 4.         4.16666667 0.         0.         0.         5.
 0.         0.         0.        ]",4.257575757575758,66
70,71,"[0.         4.         0.         4.         0.         3.
 4.5        3.         4.66666667 4.33333333 4.         4.
 3.5        5.         0.         0.         0.         3.
 4.         0.         0.        ]",4.222222222222222,18
71,72,"[3.44444444 3.30882353 3.23076923 2.95833333 2.92857143 3.4
 3.49375    2.89215686 3.73809524 3.36363636 3.25       3.3125
 3.11111111 3.29166667 3.04545455 0.         0.         3.16666667
 0.         3.5        0.        ]",3.271523178807947,151
72,73,"[3.50442478 3.20246085 3.13571429 3.21587302 3.2712766  3.33916084
 3.690625   3.22488038 3.61085973 3.41689008 3.26453488 3.875
 3.15447154 3.52688172 3.51388889 4.5        0.         3.02941176
 3.0625     3.88888889 0.        ]",3.3790951638065523,1282
73,74,"[4.         4.         0.         4.45454545 4.         4.
 4.17647059 4.4        4.14285714 4.22222222 4.         5.
 4.33333333 4.33333333 5.         0.         0.         4.
 0.         0.         0.        ]",4.230769230769231,39
74,75,"[3.25       3.34375    3.61111111 3.39655172 3.4        3.45238095
 3.28409091 3.35       2.94444444 3.32352941 3.15625    4.
 3.171875   3.5        2.875      0.         0.         3.66666667
 4.         3.16666667 0.        ]",3.3017241379310347,116
75,76,"[3.5        3.83333333 2.83333333 4.         3.375      4.33333333
 4.125      3.75       3.5        4.16666667 0.         0.
 0.         0.         0.         0.         0.         3.75
 0.         3.66666667 0.        ]",3.78125,16
76,77,"[3.671875   3.42045455 3.42222222 3.33908046 3.68032787 3.05769231
 3.07575758 3.26041667 3.25       3.23880597 3.63333333 3.4
 3.40909091 2.875      3.64285714 0.         0.         3.5625
 0.5        3.5        0.        ]",3.308764940239044,251
77,78,"[3.71428571 4.0625     3.64705882 4.15384615 3.93103448 4.39130435
 4.38888889 4.41891892 4.3625     4.35616438 4.04761905 3.6
 4.10377358 4.31818182 4.125      5.         0.         3.9
 4.75       0.         0.        ]",4.292857142857143,210
78,79,"[2.8        2.34615385 2.78571429 2.66       2.69230769 2.42857143
 2.8        2.72916667 1.7        2.5        2.5        3.
 2.5        2.25       2.5        0.         0.         3.
 0.         0.         0.        ]",2.625,44
79,80,"[4.66666667 3.5        4.         2.75       3.         3.
 3.72222222 2.8        3.66666667 3.33333333 1.         5.
 3.5        0.         0.         0.         0.         0.
 0.         0.         0.        ]",3.566666666666667,30
80,81,"[4.16666667 3.66       3.75       3.88461538 4.04166667 3.6
 3.92272727 3.75       3.67857143 3.76923077 3.7        4.66666667
 4.         3.83333333 4.125      4.75       0.         3.83333333
 4.16666667 4.         0.        ]",3.89922480620155,129
81,82,"[4.5        3.4        3.75       2.66666667 3.5        4.5
 3.92857143 2.72727273 3.42857143 3.09090909 5.         4.5
 2.4        2.66666667 5.         0.         0.         5.
 0.         4.         0.        ]",3.5161290322580645,31
82,83,"[4.16666667 3.97727273 4.         3.61111111 3.66666667 4.1875
 4.1372549  3.35       3.92       3.76470588 4.25       4.2
 3.20833333 4.         4.33333333 0.         0.         4.16666667
 4.         4.25       0.        ]",3.953488372093023,129
83,84,"[3.4        3.61111111 3.5        3.8125     3.93333333 3.8
 3.75641026 3.7173913  3.72727273 3.62903226 3.625      3.71428571
 3.55882353 3.58333333 3.88888889 0.         0.         0.
 0.         4.         0.        ]",3.7096774193548385,93
84,85,"[2.5        3.         2.59090909 3.54545455 2.5        3.07142857
 3.15384615 3.60606061 3.7        3.66666667 1.75       3.
 3.42857143 2.57142857 2.         0.         0.         3.
 0.         4.         0.        ]",3.2093023255813953,86
85,86,"[3.6        3.45454545 3.38888889 3.125      3.23076923 3.60869565
 3.7254902  3.18181818 3.9        3.40909091 3.         3.9
 3.26666667 4.         4.         4.         0.         3.6
 3.25       3.         0.        ]",3.6026490066225167,151
86,87,"[2.5        3.1        3.         2.83333333 3.         3.
 3.4        2.85714286 4.33333333 3.5        0.         0.
 3.         3.         0.         0.         0.         0.
 0.         0.         0.        ]",3.28,25
87,88,"[3.91666667 3.33333333 3.58928571 3.10869565 3.40540541 3.67391304
 3.6        3.08695652 3.33783784 3.24358974 2.3        4.
 2.8        2.86363636 4.125      0.         0.         3.75
 0.         3.         0.        ]",3.394607843137255,204
88,89,"[4.5        4.34615385 4.57142857 4.60526316 4.4375     4.66666667
 4.75       4.46551724 4.8        4.5        3.75       5.
 4.23076923 4.66666667 5.         0.         0.         4.
 0.         4.66666667 0.        ]",4.566037735849057,53
89,90,"[3.33333333 3.85714286 3.4        3.5        3.75       4.
 3.72222222 3.64705882 4.         3.76470588 4.5        0.
 3.9        4.375      4.         0.         0.         0.
 0.         0.         0.        ]",3.7,40
90,91,"[4.60714286 3.96575342 4.27272727 4.53846154 4.33333333 4.08333333
 4.67647059 4.44915254 3.95454545 4.5        4.         5.
 4.48076923 4.33333333 5.         0.         0.         0.
 0.         0.         0.        ]",4.226890756302521,119
91,92,"[3.5        2.94594595 3.08333333 2.82608696 3.15384615 2.94117647
 3.20930233 3.08571429 3.39130435 3.43333333 2.625      4.4
 2.64285714 2.88888889 3.25       0.         0.         3.
 0.         3.75       0.        ]",3.1122448979591835,98
92,93,"[3.76666667 3.74590164 3.69642857 3.68181818 3.675      3.65384615
 3.87096774 3.69047619 4.15384615 3.83333333 3.33333333 4.25
 3.59090909 4.         3.75       0.         0.         3.66666667
 0.         4.16666667 0.        ]",3.779527559055118,127
93,94,"[3.9        3.41025641 3.38461538 3.07352941 3.15625    3.52
 3.70987654 2.94791667 3.27586207 3.27777778 2.6        4.
 2.78       3.39285714 3.625      0.         0.         4.
 3.         4.         0.        ]",3.394904458598726,157
94,95,"[4.         3.96341463 4.         3.97368421 3.80952381 3.88571429
 4.01234568 3.87037037 4.08333333 3.66666667 3.75789474 4.
 3.7173913  3.71428571 3.66666667 0.         0.         4.22222222
 0.         5.         0.        ]",3.8953974895397487,239
95,96,"[0.         4.23333333 0.         5.         3.25       4.31578947
 3.9893617  3.66666667 4.         4.27272727 4.         3.25
 4.         4.47058824 4.         0.         0.         0.
 0.         0.         0.        ]",4.137096774193548,62
96,97,"[2.41666667 3.19230769 2.375      3.02380952 3.28571429 2.59375
 2.92727273 2.525      3.075      2.64814815 1.625      2.1
 3.07142857 3.71428571 2.57142857 0.         0.         3.
 0.         4.5        0.        ]",3.0049019607843137,102
97,98,"[4.5        4.44736842 4.         4.16666667 4.19230769 4.5
 4.20454545 4.0625     4.83333333 4.125      4.5        0.
 3.5        3.66666667 0.         0.         0.         0.
 0.         5.         5.        ]",4.307017543859649,57
98,99,"[3.42857143 3.41860465 2.96296296 2.86842105 3.625      3.68292683
 3.61176471 2.92307692 3.75       3.26923077 3.2        4.25
 2.13333333 3.47058824 4.57142857 0.         0.         3.70588235
 4.         5.         0.        ]",3.4066666666666667,150
99,100,"[4.         3.5        4.         3.2        4.5        3.75
 3.375      3.125      3.5        3.57142857 0.         0.
 4.         4.         0.         0.         0.         3.
 0.         0.         0.        ]",3.55,20
100,101,"[0.         3.3125     4.5        4.23333333 4.375      0.
 3.9        4.02083333 3.66666667 3.55882353 3.33333333 4.5
 4.         3.875      4.5        0.         0.         0.
 0.         0.         0.        ]",3.872093023255814,43
101,102,"[4.1875     3.90804598 3.81818182 3.86567164 3.8627451  3.93137255
 4.03030303 3.86885246 4.09090909 3.88679245 3.81481481 4.13888889
 3.75555556 4.04347826 4.40740741 4.         0.         4.1025641
 4.125      4.52941176 0.        ]",3.9944649446494465,542
102,103,"[3.75       3.75       4.         3.32352941 3.45454545 3.5
 4.02941176 2.90277778 3.7        3.52941176 3.15625    4.5
 3.12820513 4.25       3.         0.         0.         0.
 0.         2.         0.        ]",3.3933333333333335,75
103,104,"[4.5        4.16666667 4.5        4.05555556 3.95833333 4.25
 4.2        4.         4.16666667 4.06521739 4.         4.25
 4.02       4.         4.25       0.         0.         0.
 0.         0.         0.        ]",4.075,60
104,105,"[3.21428571 3.25675676 2.90909091 3.17283951 3.375      3.3
 3.45933014 3.23308271 3.48728814 3.47445255 3.28571429 3.40625
 3.23584906 3.53125    3.73076923 0.         0.         3.125
 3.6        2.57142857 0.        ]",3.3714285714285714,420
105,106,"[3.57142857 3.575      3.55       3.2        3.22222222 2.16666667
 4.         3.5        4.5        3.75       3.875      0.
 3.16666667 4.         5.         0.         0.         0.
 0.         0.         0.        ]",3.75,36
106,107,"[4.         0.91666667 4.         2.         0.         2.625
 3.65384615 1.875      3.16666667 2.92857143 1.5        5.
 3.         3.33333333 4.75       0.         0.         0.
 4.         0.5        0.        ]",2.8653846153846154,26
107,108,"[5.         3.42857143 4.6        4.125      3.8        3.71428571
 3.7        3.66666667 3.5        3.54545455 3.         0.
 4.         2.75       0.         0.         0.         5.
 0.         0.         0.        ]",3.64,25
108,109,"[0.         3.75       0.         3.85714286 4.125      4.5
 4.3125     4.125      4.14285714 4.2        0.         4.5
 3.625      4.         4.5        0.         0.         0.
 0.         4.5        0.        ]",4.111111111111111,18
109,110,"[3.5        4.18918919 4.         4.27272727 3.77777778 4.20833333
 4.15384615 4.275      4.14285714 4.30769231 3.         4.
 3.81818182 4.         4.5        0.         0.         3.33333333
 0.         3.5        0.        ]",4.177083333333333,96
110,111,"[3.0625     3.48591549 3.37037037 3.61904762 3.29166667 3.43023256
 3.3375     3.70634921 3.525      3.35714286 3.625      3.625
 3.45454545 3.11904762 3.5        0.         0.         3.47368421
 4.3        3.75       0.        ]",3.5036630036630036,273
111,112,"[5.         4.4        5.         3.33333333 4.5        4.5
 3.66666667 3.33333333 4.33333333 3.83333333 0.         0.
 4.         3.         4.5        0.         0.         0.
 0.         0.         0.        ]",4.0,17
112,113,"[5.         4.85714286 5.         4.5        5.         5.
 4.75       4.33333333 4.66666667 4.44444444 0.         0.
 0.         5.         5.         0.         0.         0.
 0.         0.         0.        ]",4.681818181818182,22
113,114,"[5.         4.14285714 4.16666667 3.75       4.16666667 4.4
 4.11111111 4.         3.25       4.         3.         0.
 4.         4.         0.         0.         0.         5.
 0.         4.         0.        ]",3.95,20
114,115,"[3.75       3.95454545 4.4        4.07142857 4.6        4.
 3.95833333 3.3        4.31818182 3.4375     0.         0.
 3.875      2.         3.         0.         0.         3.75
 0.         0.         0.        ]",4.045454545454546,33
115,116,"[5.         3.6        5.         3.72222222 4.         3.5
 3.8        3.7        3.7        4.375      0.         0.
 3.75       5.         0.         0.         0.         0.
 0.         0.         0.        ]",3.775,20
116,117,"[0.         4.26923077 2.25       0.5        3.5        4.32142857
 4.17948718 2.         4.4        2.625      0.5        3.5
 0.5        1.83333333 3.5        0.         0.         4.33333333
 0.         0.         0.        ]",3.840909090909091,44
117,118,"[3.         3.96666667 4.         3.75       3.         3.83333333
 4.28378378 3.82978723 4.2        4.1641791  3.92307692 4.66666667
 3.74       4.         4.66666667 0.         0.         3.66666667
 5.         5.         0.        ]",4.039735099337748,151
118,119,"[4.05882353 3.5060241  3.3        3.26153846 3.35294118 3.72368421
 3.78       3.02290076 3.51546392 3.28787879 3.03921569 4.32142857
 3.01111111 3.51111111 4.2        2.         0.         4.1
 2.         3.5        0.        ]",3.5048732943469787,513
119,120,"[2.75       3.44791667 3.1875     3.45454545 3.5        3.34375
 3.44871795 3.453125   3.11111111 3.39473684 3.9375     4.
 3.44117647 3.46666667 4.25       0.         0.         2.75
 0.         2.5        0.        ]",3.463636363636364,110
120,121,"[3.8        3.78947368 3.71428571 3.81818182 3.6        3.81818182
 4.14705882 4.         4.18181818 4.0625     3.5        4.
 4.         3.5        5.         0.         0.         4.
 5.         4.         0.        ]",4.03125,64
121,122,"[3.         2.6        3.         2.83333333 3.         3.07692308
 3.10526316 2.6        2.         2.375      3.         4.
 3.5        1.5        0.         0.         0.         3.
 0.         3.         0.        ]",2.78125,32
122,123,"[0.         3.77777778 0.         0.         5.         3.5
 4.         5.         3.88888889 4.         3.84615385 0.
 4.         4.         0.         0.         0.         0.
 0.         0.         0.        ]",3.923076923076923,26
123,124,"[4.28571429 3.80769231 4.125      3.77272727 4.44444444 3.5
 3.80645161 3.9        3.32352941 3.63043478 3.66666667 4.
 4.16666667 3.28571429 4.0625     0.         0.         0.
 0.         0.         0.        ]",3.823529411764706,68
